X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
679;816;127;107;83;Canon G7X Mark ii;legocolor114.png;Tan
761;819;117;90;73;Canon G7X Mark ii;legocolor114.png;Tan
808;891;117;21;25;Canon G7X Mark ii;legocolor114.png;Red
839;897;116;2;10;Canon G7X Mark ii;legocolor114.png;Red
916;817;49;48;53;Canon G7X Mark ii;legocolor114.png;Dark Bluish Grey
1000;817;49;50;54;Canon G7X Mark ii;legocolor114.png;Dark Bluish Grey
1082;699;16;16;16;Canon G7X Mark ii;legocolor114.png;Black
1160;705;17;18;20;Canon G7X Mark ii;legocolor114.png;Black
1120;584;68;77;86;Canon G7X Mark ii;legocolor114.png;Light Bluish Grey
1225;586;106;115;124;Canon G7X Mark ii;legocolor114.png;Light Bluish Grey
157;579;136;42;4;Canon G7X Mark ii;legocolor115.png;Orange
332;571;224;123;35;Canon G7X Mark ii;legocolor115.png;Orange
403;521;57;128;148;Canon G7X Mark ii;legocolor115.png;Medium Azure
579;470;56;128;152;Canon G7X Mark ii;legocolor115.png;Medium Azure
661;412;30;87;132;Canon G7X Mark ii;legocolor115.png;Dark Azure
692;406;28;87;131;Canon G7X Mark ii;legocolor115.png;Dark Azure
712;401;119;148;146;Canon G7X Mark ii;legocolor115.png;Aqua
732;392;122;151;147;Canon G7X Mark ii;legocolor115.png;Aqua
754;440;171;136;32;Canon G7X Mark ii;legocolor115.png;Yellow
759;404;163;128;34;Canon G7X Mark ii;legocolor115.png;Yellow
808;407;159;137;62;Canon G7X Mark ii;legocolor115.png;Bright Light Yellow
859;404;150;135;76;Canon G7X Mark ii;legocolor115.png;Bright Light Yellow
864;323;141;98;118;Canon G7X Mark ii;legocolor115.png;Bright Pink
889;316;131;92;113;Canon G7X Mark ii;legocolor115.png;Bright Pink
270;705;122;130;115;Canon G7X Mark ii;legocolor115.png;White
455;640;148;150;136;Canon G7X Mark ii;legocolor115.png;White
555;732;136;161;96;Canon G7X Mark ii;legocolor115.png;Yellowish Green
592;721;129;151;87;Canon G7X Mark ii;legocolor115.png;Yellowish Green
722;731;138;125;91;Canon G7X Mark ii;legocolor115.png;Tan
792;718;134;116;80;Canon G7X Mark ii;legocolor115.png;Tan
886;717;111;33;29;Canon G7X Mark ii;legocolor115.png;Red
931;713;125;44;41;Canon G7X Mark ii;legocolor115.png;Red
964;577;41;45;46;Canon G7X Mark ii;legocolor115.png;Dark Bluish Grey
997;568;41;47;47;Canon G7X Mark ii;legocolor115.png;Dark Bluish Grey
1058;480;18;20;19;Canon G7X Mark ii;legocolor115.png;Black
1129;461;6;10;9;Canon G7X Mark ii;legocolor115.png;Black
1012;388;43;52;51;Canon G7X Mark ii;legocolor115.png;Light Bluish Grey
1113;350;50;65;60;Canon G7X Mark ii;legocolor115.png;Light Bluish Grey
400;361;156;52;13;Canon G7X Mark ii;legocolor116.png;Orange
550;409;175;79;29;Canon G7X Mark ii;legocolor116.png;Orange
646;388;39;105;131;Canon G7X Mark ii;legocolor116.png;Medium Azure
839;397;36;97;125;Canon G7X Mark ii;legocolor116.png;Medium Azure
913;368;22;75;127;Canon G7X Mark ii;legocolor116.png;Dark Azure
955;368;20;73;125;Canon G7X Mark ii;legocolor116.png;Dark Azure
1003;375;106;134;138;Canon G7X Mark ii;legocolor116.png;Aqua
1032;375;117;145;148;Canon G7X Mark ii;legocolor116.png;Aqua
1079;399;150;114;26;Canon G7X Mark ii;legocolor116.png;Yellow
1119;400;150;113;25;Canon G7X Mark ii;legocolor116.png;Yellow
1171;434;149;131;69;Canon G7X Mark ii;legocolor116.png;Bright Light Yellow
1208;439;146;128;66;Canon G7X Mark ii;legocolor116.png;Bright Light Yellow
1284;354;152;102;137;Canon G7X Mark ii;legocolor116.png;Bright Pink
1289;359;150;101;133;Canon G7X Mark ii;legocolor116.png;Bright Pink
401;497;156;150;150;Canon G7X Mark ii;legocolor116.png;White
515;508;157;152;149;Canon G7X Mark ii;legocolor116.png;White
632;609;129;150;94;Canon G7X Mark ii;legocolor116.png;Yellowish Green
659;613;126;147;90;Canon G7X Mark ii;legocolor116.png;Yellowish Green
721;665;129;112;86;Canon G7X Mark ii;legocolor116.png;Tan
822;673;127;107;82;Canon G7X Mark ii;legocolor116.png;Tan
884;682;110;26;24;Canon G7X Mark ii;legocolor116.png;Red
938;692;125;25;25;Canon G7X Mark ii;legocolor116.png;Red
1023;682;39;39;47;Canon G7X Mark ii;legocolor116.png;Dark Bluish Grey
1133;689;38;41;48;Canon G7X Mark ii;legocolor116.png;Dark Bluish Grey
1223;557;13;14;18;Canon G7X Mark ii;legocolor116.png;Black
1308;554;13;14;18;Canon G7X Mark ii;legocolor116.png;Black
1242;463;63;66;73;Canon G7X Mark ii;legocolor116.png;Light Bluish Grey
1396;458;87;94;113;Canon G7X Mark ii;legocolor116.png;Light Bluish Grey
1038;176;154;57;12;Canon G7X Mark ii;legocolor117.png;Orange
1022;335;162;66;16;Canon G7X Mark ii;legocolor117.png;Orange
1046;391;37;106;135;Canon G7X Mark ii;legocolor117.png;Medium Azure
1065;570;23;92;121;Canon G7X Mark ii;legocolor117.png;Medium Azure
996;589;21;82;139;Canon G7X Mark ii;legocolor117.png;Dark Azure
1002;626;22;75;127;Canon G7X Mark ii;legocolor117.png;Dark Azure
1062;687;119;149;151;Canon G7X Mark ii;legocolor117.png;Aqua
1069;730;108;142;141;Canon G7X Mark ii;legocolor117.png;Aqua
1171;796;152;111;23;Canon G7X Mark ii;legocolor117.png;Yellow
1171;826;149;108;20;Canon G7X Mark ii;legocolor117.png;Yellow
1115;901;157;137;66;Canon G7X Mark ii;legocolor117.png;Bright Light Yellow
1115;936;152;133;65;Canon G7X Mark ii;legocolor117.png;Bright Light Yellow
1231;1010;134;87;121;Canon G7X Mark ii;legocolor117.png;Bright Pink
1227;1100;119;78;110;Canon G7X Mark ii;legocolor117.png;Bright Pink
838;190;153;149;148;Canon G7X Mark ii;legocolor117.png;White
838;269;161;157;154;Canon G7X Mark ii;legocolor117.png;White
792;416;137;159;95;Canon G7X Mark ii;legocolor117.png;Yellowish Green
792;445;132;157;92;Canon G7X Mark ii;legocolor117.png;Yellowish Green
670;484;140;127;110;Canon G7X Mark ii;legocolor117.png;Tan
697;563;125;108;82;Canon G7X Mark ii;legocolor117.png;Tan
594;593;115;16;19;Canon G7X Mark ii;legocolor117.png;Red
593;655;94;20;19;Canon G7X Mark ii;legocolor117.png;Red
656;727;40;41;46;Canon G7X Mark ii;legocolor117.png;Dark Bluish Grey
674;821;33;34;36;Canon G7X Mark ii;legocolor117.png;Dark Bluish Grey
755;876;15;14;19;Canon G7X Mark ii;legocolor117.png;Black
752;985;17;17;19;Canon G7X Mark ii;legocolor117.png;Black
867;890;85;88;93;Canon G7X Mark ii;legocolor117.png;Light Bluish Grey
871;1048;72;75;80;Canon G7X Mark ii;legocolor117.png;Light Bluish Grey
335;733;200;74;24;Canon G7X Mark ii;legocolor118.png;Orange
462;825;198;79;23;Canon G7X Mark ii;legocolor118.png;Orange
641;832;28;149;178;Canon G7X Mark ii;legocolor118.png;Medium Azure
641;811;27;137;162;Canon G7X Mark ii;legocolor118.png;Medium Azure
717;711;18;113;159;Canon G7X Mark ii;legocolor118.png;Dark Azure
749;711;18;132;182;Canon G7X Mark ii;legocolor118.png;Dark Azure
753;808;134;185;202;Canon G7X Mark ii;legocolor118.png;Aqua
756;737;143;193;204;Canon G7X Mark ii;legocolor118.png;Aqua
693;792;163;129;39;Canon G7X Mark ii;legocolor118.png;Yellow
694;822;159;127;42;Canon G7X Mark ii;legocolor118.png;Yellow
782;799;172;155;83;Canon G7X Mark ii;legocolor118.png;Bright Light Yellow
804;799;180;171;114;Canon G7X Mark ii;legocolor118.png;Bright Light Yellow
778;766;188;135;187;Canon G7X Mark ii;legocolor118.png;Bright Pink
788;766;184;134;185;Canon G7X Mark ii;legocolor118.png;Bright Pink
490;741;170;176;188;Canon G7X Mark ii;legocolor118.png;White
653;757;174;181;189;Canon G7X Mark ii;legocolor118.png;White
722;876;140;174;113;Canon G7X Mark ii;legocolor118.png;Yellowish Green
764;876;147;185;124;Canon G7X Mark ii;legocolor118.png;Yellowish Green
867;822;164;156;135;Canon G7X Mark ii;legocolor118.png;Tan
946;832;161;136;116;Canon G7X Mark ii;legocolor118.png;Tan
1017;808;145;16;21;Canon G7X Mark ii;legocolor118.png;Red
1060;812;161;19;18;Canon G7X Mark ii;legocolor118.png;Red
978;848;50;55;61;Canon G7X Mark ii;legocolor118.png;Dark Bluish Grey
996;849;45;50;53;Canon G7X Mark ii;legocolor118.png;Dark Bluish Grey
1034;740;12;12;12;Canon G7X Mark ii;legocolor118.png;Black
1041;772;14;14;12;Canon G7X Mark ii;legocolor118.png;Black
953;733;93;106;122;Canon G7X Mark ii;legocolor118.png;Light Bluish Grey
993;733;97;109;123;Canon G7X Mark ii;legocolor118.png;Light Bluish Grey
246;281;143;50;7;Canon G7X Mark ii;legocolor119.png;Orange
433;332;182;93;33;Canon G7X Mark ii;legocolor119.png;Orange
501;306;43;104;135;Canon G7X Mark ii;legocolor119.png;Medium Azure
727;314;39;103;138;Canon G7X Mark ii;legocolor119.png;Medium Azure
785;295;23;74;129;Canon G7X Mark ii;legocolor119.png;Dark Azure
819;299;19;69;122;Canon G7X Mark ii;legocolor119.png;Dark Azure
879;298;116;145;153;Canon G7X Mark ii;legocolor119.png;Aqua
918;301;122;153;158;Canon G7X Mark ii;legocolor119.png;Aqua
964;296;145;114;31;Canon G7X Mark ii;legocolor119.png;Yellow
1003;298;155;121;34;Canon G7X Mark ii;legocolor119.png;Yellow
1056;338;152;138;77;Canon G7X Mark ii;legocolor119.png;Bright Light Yellow
1094;339;149;135;74;Canon G7X Mark ii;legocolor119.png;Bright Light Yellow
1173;233;141;97;124;Canon G7X Mark ii;legocolor119.png;Bright Pink
1209;242;136;93;121;Canon G7X Mark ii;legocolor119.png;Bright Pink
188;446;116;115;113;Canon G7X Mark ii;legocolor119.png;White
398;456;150;146;143;Canon G7X Mark ii;legocolor119.png;White
488;580;132;156;104;Canon G7X Mark ii;legocolor119.png;Yellowish Green
536;586;129;147;99;Canon G7X Mark ii;legocolor119.png;Yellowish Green
593;654;130;115;92;Canon G7X Mark ii;legocolor119.png;Tan
679;654;127;111;88;Canon G7X Mark ii;legocolor119.png;Tan
756;716;107;21;20;Canon G7X Mark ii;legocolor119.png;Red
795;716;114;26;24;Canon G7X Mark ii;legocolor119.png;Red
896;683;44;45;50;Canon G7X Mark ii;legocolor119.png;Dark Bluish Grey
988;687;45;46;51;Canon G7X Mark ii;legocolor119.png;Dark Bluish Grey
1101;542;16;16;18;Canon G7X Mark ii;legocolor119.png;Black
1196;546;16;16;16;Canon G7X Mark ii;legocolor119.png;Black
1141;420;57;60;65;Canon G7X Mark ii;legocolor119.png;Light Bluish Grey
1278;420;61;66;72;Canon G7X Mark ii;legocolor119.png;Light Bluish Grey
1041;143;161;40;13;Canon G7X Mark ii;legocolor120.png;Orange
1018;303;195;71;33;Canon G7X Mark ii;legocolor120.png;Orange
1049;332;49;132;148;Canon G7X Mark ii;legocolor120.png;Medium Azure
1062;504;31;120;134;Canon G7X Mark ii;legocolor120.png;Medium Azure
993;484;26;108;155;Canon G7X Mark ii;legocolor120.png;Dark Azure
999;594;19;85;117;Canon G7X Mark ii;legocolor120.png;Dark Azure
1064;601;136;174;177;Canon G7X Mark ii;legocolor120.png;Aqua
1065;701;117;133;120;Canon G7X Mark ii;legocolor120.png;Aqua
1200;717;136;81;14;Canon G7X Mark ii;legocolor120.png;Yellow
1197;819;148;92;17;Canon G7X Mark ii;legocolor120.png;Yellow
1131;830;143;112;57;Canon G7X Mark ii;legocolor120.png;Bright Light Yellow
1132;898;134;104;54;Canon G7X Mark ii;legocolor120.png;Bright Light Yellow
1250;976;164;119;139;Canon G7X Mark ii;legocolor120.png;Bright Pink
1266;1061;148;99;129;Canon G7X Mark ii;legocolor120.png;Bright Pink
819;113;163;159;156;Canon G7X Mark ii;legocolor120.png;White
818;312;154;150;147;Canon G7X Mark ii;legocolor120.png;White
757;406;105;121;72;Canon G7X Mark ii;legocolor120.png;Yellowish Green
753;375;128;148;95;Canon G7X Mark ii;legocolor120.png;Yellowish Green
604;471;125;100;78;Canon G7X Mark ii;legocolor120.png;Tan
637;541;104;80;56;Canon G7X Mark ii;legocolor120.png;Tan
493;541;184;29;37;Canon G7X Mark ii;legocolor120.png;Red
542;553;107;15;20;Canon G7X Mark ii;legocolor120.png;Red
586;748;35;36;38;Canon G7X Mark ii;legocolor120.png;Dark Bluish Grey
627;758;32;33;35;Canon G7X Mark ii;legocolor120.png;Dark Bluish Grey
693;807;8;9;11;Canon G7X Mark ii;legocolor120.png;Black
727;911;9;10;12;Canon G7X Mark ii;legocolor120.png;Black
835;775;98;102;105;Canon G7X Mark ii;legocolor120.png;Light Bluish Grey
832;938;80;84;87;Canon G7X Mark ii;legocolor120.png;Light Bluish Grey
334;332;117;33;7;Canon G7X Mark ii;legocolor121.png;Orange
493;379;202;95;15;Canon G7X Mark ii;legocolor121.png;Orange
563;356;46;97;116;Canon G7X Mark ii;legocolor121.png;Medium Azure
736;366;47;99;123;Canon G7X Mark ii;legocolor121.png;Medium Azure
789;352;29;69;105;Canon G7X Mark ii;legocolor121.png;Dark Azure
824;353;27;67;103;Canon G7X Mark ii;legocolor121.png;Dark Azure
869;337;97;118;119;Canon G7X Mark ii;legocolor121.png;Aqua
904;336;107;125;125;Canon G7X Mark ii;legocolor121.png;Aqua
944;331;135;103;28;Canon G7X Mark ii;legocolor121.png;Yellow
979;333;142;106;28;Canon G7X Mark ii;legocolor121.png;Yellow
1025;367;134;118;66;Canon G7X Mark ii;legocolor121.png;Bright Light Yellow
1054;374;138;123;68;Canon G7X Mark ii;legocolor121.png;Bright Light Yellow
1118;284;126;84;104;Canon G7X Mark ii;legocolor121.png;Bright Pink
1154;286;119;82;100;Canon G7X Mark ii;legocolor121.png;Bright Pink
327;507;103;103;91;Canon G7X Mark ii;legocolor121.png;White
479;508;122;120;108;Canon G7X Mark ii;legocolor121.png;White
544;626;120;134;81;Canon G7X Mark ii;legocolor121.png;Yellowish Green
575;627;117;131;78;Canon G7X Mark ii;legocolor121.png;Yellowish Green
617;702;111;97;70;Canon G7X Mark ii;legocolor121.png;Tan
706;705;109;91;67;Canon G7X Mark ii;legocolor121.png;Tan
757;775;99;35;33;Canon G7X Mark ii;legocolor121.png;Red
802;778;77;15;20;Canon G7X Mark ii;legocolor121.png;Red
878;717;43;43;45;Canon G7X Mark ii;legocolor121.png;Dark Bluish Grey
959;719;46;46;48;Canon G7X Mark ii;legocolor121.png;Dark Bluish Grey
1052;585;20;20;22;Canon G7X Mark ii;legocolor121.png;Black
1126;588;19;19;19;Canon G7X Mark ii;legocolor121.png;Black
1072;473;36;37;39;Canon G7X Mark ii;legocolor121.png;Light Bluish Grey
1200;473;41;50;49;Canon G7X Mark ii;legocolor121.png;Light Bluish Grey
634;211;165;80;13;Canon G7X Mark ii;legocolor122.png;Orange
736;328;204;124;73;Canon G7X Mark ii;legocolor122.png;Orange
788;331;74;155;184;Canon G7X Mark ii;legocolor122.png;Medium Azure
901;400;70;155;186;Canon G7X Mark ii;legocolor122.png;Medium Azure
922;373;37;120;172;Canon G7X Mark ii;legocolor122.png;Dark Azure
950;388;40;121;176;Canon G7X Mark ii;legocolor122.png;Dark Azure
1036;433;119;167;179;Canon G7X Mark ii;legocolor122.png;Aqua
1068;444;134;169;175;Canon G7X Mark ii;legocolor122.png;Aqua
1170;512;169;138;21;Canon G7X Mark ii;legocolor122.png;Yellow
1199;524;166;132;25;Canon G7X Mark ii;legocolor122.png;Yellow
1193;573;166;156;95;Canon G7X Mark ii;legocolor122.png;Bright Light Yellow
1225;598;167;157;95;Canon G7X Mark ii;legocolor122.png;Bright Light Yellow
1389;556;161;118;145;Canon G7X Mark ii;legocolor122.png;Bright Pink
1422;577;155;115;142;Canon G7X Mark ii;legocolor122.png;Bright Pink
436;266;143;175;188;Canon G7X Mark ii;legocolor122.png;White
535;338;162;189;196;Canon G7X Mark ii;legocolor122.png;White
536;462;157;196;149;Canon G7X Mark ii;legocolor122.png;Yellowish Green
594;480;172;192;133;Canon G7X Mark ii;legocolor122.png;Yellowish Green
491;520;153;156;135;Canon G7X Mark ii;legocolor122.png;Tan
528;533;154;153;133;Canon G7X Mark ii;legocolor122.png;Tan
512;599;145;34;27;Canon G7X Mark ii;legocolor122.png;Red
560;609;162;25;15;Canon G7X Mark ii;legocolor122.png;Red
666;664;52;45;53;Canon G7X Mark ii;legocolor122.png;Dark Bluish Grey
735;706;61;66;70;Canon G7X Mark ii;legocolor122.png;Dark Bluish Grey
890;635;12;13;15;Canon G7X Mark ii;legocolor122.png;Black
951;745;22;23;18;Canon G7X Mark ii;legocolor122.png;Black
1025;570;80;108;122;Canon G7X Mark ii;legocolor122.png;Light Bluish Grey
1139;632;83;111;125;Canon G7X Mark ii;legocolor122.png;Light Bluish Grey
468;1054;184;66;5;Canon G7X Mark ii;legocolor123.png;Orange
520;903;189;75;13;Canon G7X Mark ii;legocolor123.png;Orange
486;808;43;122;152;Canon G7X Mark ii;legocolor123.png;Medium Azure
515;590;54;134;159;Canon G7X Mark ii;legocolor123.png;Medium Azure
596;569;24;77;121;Canon G7X Mark ii;legocolor123.png;Dark Azure
598;459;23;94;146;Canon G7X Mark ii;legocolor123.png;Dark Azure
531;488;90;114;114;Canon G7X Mark ii;legocolor123.png;Aqua
530;395;148;174;175;Canon G7X Mark ii;legocolor123.png;Aqua
404;420;151;109;27;Canon G7X Mark ii;legocolor123.png;Yellow
434;336;191;139;21;Canon G7X Mark ii;legocolor123.png;Yellow
503;333;160;134;73;Canon G7X Mark ii;legocolor123.png;Bright Light Yellow
488;279;190;163;86;Canon G7X Mark ii;legocolor123.png;Bright Light Yellow
384;248;177;117;145;Canon G7X Mark ii;legocolor123.png;Bright Pink
378;148;178;114;148;Canon G7X Mark ii;legocolor123.png;Bright Pink
778;1005;177;172;176;Canon G7X Mark ii;legocolor123.png;White
783;879;188;184;185;Canon G7X Mark ii;legocolor123.png;White
882;871;123;140;96;Canon G7X Mark ii;legocolor123.png;Yellowish Green
868;813;140;159;93;Canon G7X Mark ii;legocolor123.png;Yellowish Green
1040;753;148;127;108;Canon G7X Mark ii;legocolor123.png;Tan
1015;647;152;129;98;Canon G7X Mark ii;legocolor123.png;Tan
1156;645;118;4;12;Canon G7X Mark ii;legocolor123.png;Red
1131;528;139;12;19;Canon G7X Mark ii;legocolor123.png;Red
1035;512;40;40;40;Canon G7X Mark ii;legocolor123.png;Dark Bluish Grey
1009;373;25;26;28;Canon G7X Mark ii;legocolor123.png;Dark Bluish Grey
940;337;15;15;17;Canon G7X Mark ii;legocolor123.png;Black
943;207;12;12;10;Canon G7X Mark ii;legocolor123.png;Black
793;279;80;83;88;Canon G7X Mark ii;legocolor123.png;Light Bluish Grey
765;117;101;101;101;Canon G7X Mark ii;legocolor123.png;Light Bluish Grey
1386;689;111;16;0;Canon G7X Mark ii;legocolor124.png;Orange
1164;770;141;42;10;Canon G7X Mark ii;legocolor124.png;Orange
1081;872;15;77;100;Canon G7X Mark ii;legocolor124.png;Medium Azure
805;853;17;79;104;Canon G7X Mark ii;legocolor124.png;Medium Azure
749;591;13;74;118;Canon G7X Mark ii;legocolor124.png;Dark Azure
695;583;10;71;115;Canon G7X Mark ii;legocolor124.png;Dark Azure
632;680;81;124;131;Canon G7X Mark ii;legocolor124.png;Aqua
581;677;81;121;121;Canon G7X Mark ii;legocolor124.png;Aqua
509;873;114;88;27;Canon G7X Mark ii;legocolor124.png;Yellow
459;874;116;90;29;Canon G7X Mark ii;legocolor124.png;Yellow
411;793;124;110;65;Canon G7X Mark ii;legocolor124.png;Bright Light Yellow
362;793;126;113;71;Canon G7X Mark ii;legocolor124.png;Bright Light Yellow
261;929;103;66;109;Canon G7X Mark ii;legocolor124.png;Bright Pink
178;924;103;65;106;Canon G7X Mark ii;legocolor124.png;Bright Pink
1350;498;104;95;96;Canon G7X Mark ii;legocolor124.png;White
1119;491;138;152;165;Canon G7X Mark ii;legocolor124.png;White
1069;520;98;134;88;Canon G7X Mark ii;legocolor124.png;Yellowish Green
1019;521;92;131;87;Canon G7X Mark ii;legocolor124.png;Yellowish Green
936;388;98;95;80;Canon G7X Mark ii;legocolor124.png;Tan
876;388;100;94;80;Canon G7X Mark ii;legocolor124.png;Tan
798;305;91;12;15;Canon G7X Mark ii;legocolor124.png;Red
759;301;92;12;15;Canon G7X Mark ii;legocolor124.png;Red
652;420;25;34;43;Canon G7X Mark ii;legocolor124.png;Dark Bluish Grey
562;410;27;37;47;Canon G7X Mark ii;legocolor124.png;Dark Bluish Grey
438;376;10;11;15;Canon G7X Mark ii;legocolor124.png;Black
356;376;5;9;12;Canon G7X Mark ii;legocolor124.png;Black
342;476;56;67;73;Canon G7X Mark ii;legocolor124.png;Light Bluish Grey
268;468;55;65;75;Canon G7X Mark ii;legocolor124.png;Light Bluish Grey
863;143;159;52;20;Canon G7X Mark ii;legocolor125.png;Orange
892;265;191;87;48;Canon G7X Mark ii;legocolor125.png;Orange
936;268;51;136;175;Canon G7X Mark ii;legocolor125.png;Medium Azure
1025;356;37;161;199;Canon G7X Mark ii;legocolor125.png;Medium Azure
977;362;37;119;175;Canon G7X Mark ii;legocolor125.png;Dark Azure
1007;399;13;91;140;Canon G7X Mark ii;legocolor125.png;Dark Azure
1072;453;102;163;191;Canon G7X Mark ii;legocolor125.png;Aqua
1083;471;102;164;189;Canon G7X Mark ii;legocolor125.png;Aqua
1186;552;153;127;53;Canon G7X Mark ii;legocolor125.png;Yellow
1195;568;158;132;58;Canon G7X Mark ii;legocolor125.png;Yellow
1172;636;152;148;111;Canon G7X Mark ii;legocolor125.png;Bright Light Yellow
1222;656;151;138;94;Canon G7X Mark ii;legocolor125.png;Bright Light Yellow
1348;671;155;118;169;Canon G7X Mark ii;legocolor125.png;Bright Pink
1361;735;160;125;179;Canon G7X Mark ii;legocolor125.png;Bright Pink
643;143;138;147;164;Canon G7X Mark ii;legocolor125.png;White
713;301;153;165;179;Canon G7X Mark ii;legocolor125.png;White
661;381;146;179;148;Canon G7X Mark ii;legocolor125.png;Yellowish Green
679;386;118;156;107;Canon G7X Mark ii;legocolor125.png;Yellowish Green
575;412;156;152;151;Canon G7X Mark ii;legocolor125.png;Tan
617;487;122;105;89;Canon G7X Mark ii;legocolor125.png;Tan
530;496;140;40;50;Canon G7X Mark ii;legocolor125.png;Red
574;512;107;8;13;Canon G7X Mark ii;legocolor125.png;Red
654;594;90;97;116;Canon G7X Mark ii;legocolor125.png;Dark Bluish Grey
718;649;32;41;56;Canon G7X Mark ii;legocolor125.png;Dark Bluish Grey
811;624;12;15;22;Canon G7X Mark ii;legocolor125.png;Black
877;711;4;5;7;Canon G7X Mark ii;legocolor125.png;Black
950;585;83;100;120;Canon G7X Mark ii;legocolor125.png;Light Bluish Grey
1014;676;79;94;117;Canon G7X Mark ii;legocolor125.png;Light Bluish Grey
289;355;153;57;17;Canon G7X Mark ii;legocolor126.png;Orange
510;430;175;81;29;Canon G7X Mark ii;legocolor126.png;Orange
590;385;38;102;130;Canon G7X Mark ii;legocolor126.png;Medium Azure
833;410;38;104;136;Canon G7X Mark ii;legocolor126.png;Medium Azure
901;379;22;78;135;Canon G7X Mark ii;legocolor126.png;Dark Azure
946;474;25;80;134;Canon G7X Mark ii;legocolor126.png;Dark Azure
1004;378;116;148;161;Canon G7X Mark ii;legocolor126.png;Aqua
1049;380;121;153;164;Canon G7X Mark ii;legocolor126.png;Aqua
1097;391;158;124;37;Canon G7X Mark ii;legocolor126.png;Yellow
1148;401;152;115;26;Canon G7X Mark ii;legocolor126.png;Yellow
1211;440;151;135;75;Canon G7X Mark ii;legocolor126.png;Bright Light Yellow
1254;447;150;134;74;Canon G7X Mark ii;legocolor126.png;Bright Light Yellow
1336;325;150;102;140;Canon G7X Mark ii;legocolor126.png;Bright Pink
1385;383;162;116;163;Canon G7X Mark ii;legocolor126.png;Bright Pink
256;529;155;149;149;Canon G7X Mark ii;legocolor126.png;White
455;548;157;151;151;Canon G7X Mark ii;legocolor126.png;White
552;694;124;145;89;Canon G7X Mark ii;legocolor126.png;Yellowish Green
593;734;123;144;85;Canon G7X Mark ii;legocolor126.png;Yellowish Green
682;780;127;109;85;Canon G7X Mark ii;legocolor126.png;Tan
786;853;114;94;70;Canon G7X Mark ii;legocolor126.png;Tan
841;835;108;35;29;Canon G7X Mark ii;legocolor126.png;Red
904;922;117;23;23;Canon G7X Mark ii;legocolor126.png;Red
1015;799;40;40;48;Canon G7X Mark ii;legocolor126.png;Dark Bluish Grey
1136;813;40;43;52;Canon G7X Mark ii;legocolor126.png;Dark Bluish Grey
1249;680;9;10;12;Canon G7X Mark ii;legocolor126.png;Black
1361;694;12;13;15;Canon G7X Mark ii;legocolor126.png;Black
1301;520;60;67;85;Canon G7X Mark ii;legocolor126.png;Light Bluish Grey
1454;523;89;100;122;Canon G7X Mark ii;legocolor126.png;Light Bluish Grey
218;289;179;54;24;Canon G7X Mark ii;legocolor127.png;Orange
408;363;164;49;22;Canon G7X Mark ii;legocolor127.png;Orange
504;317;41;128;145;Canon G7X Mark ii;legocolor127.png;Medium Azure
742;352;32;109;127;Canon G7X Mark ii;legocolor127.png;Medium Azure
807;311;23;97;134;Canon G7X Mark ii;legocolor127.png;Dark Azure
848;315;23;95;133;Canon G7X Mark ii;legocolor127.png;Dark Azure
918;317;114;149;153;Canon G7X Mark ii;legocolor127.png;Aqua
960;322;119;150;153;Canon G7X Mark ii;legocolor127.png;Aqua
1006;333;147;103;28;Canon G7X Mark ii;legocolor127.png;Yellow
1050;333;140;96;25;Canon G7X Mark ii;legocolor127.png;Yellow
1115;378;137;115;66;Canon G7X Mark ii;legocolor127.png;Bright Light Yellow
1159;384;140;118;68;Canon G7X Mark ii;legocolor127.png;Bright Light Yellow
1244;269;171;115;150;Canon G7X Mark ii;legocolor127.png;Bright Pink
1293;280;180;127;169;Canon G7X Mark ii;legocolor127.png;Bright Pink
151;457;184;187;194;Canon G7X Mark ii;legocolor127.png;White
363;486;179;177;180;Canon G7X Mark ii;legocolor127.png;White
459;607;139;159;108;Canon G7X Mark ii;legocolor127.png;Yellowish Green
510;627;121;139;89;Canon G7X Mark ii;legocolor127.png;Yellowish Green
555;692;131;110;89;Canon G7X Mark ii;legocolor127.png;Tan
680;697;120;95;73;Canon G7X Mark ii;legocolor127.png;Tan
742;741;120;16;23;Canon G7X Mark ii;legocolor127.png;Red
804;744;126;15;22;Canon G7X Mark ii;legocolor127.png;Red
905;714;41;42;46;Canon G7X Mark ii;legocolor127.png;Dark Bluish Grey
1019;727;40;45;48;Canon G7X Mark ii;legocolor127.png;Dark Bluish Grey
1154;567;13;14;16;Canon G7X Mark ii;legocolor127.png;Black
1254;569;14;15;17;Canon G7X Mark ii;legocolor127.png;Black
1182;445;72;80;91;Canon G7X Mark ii;legocolor127.png;Light Bluish Grey
1357;449;109;117;130;Canon G7X Mark ii;legocolor127.png;Light Bluish Grey
347;292;230;108;59;iPhone 8;legocolor128.png;Orange
504;352;211;91;41;iPhone 8;legocolor128.png;Orange
570;312;71;178;220;iPhone 8;legocolor128.png;Medium Azure
738;325;66;179;223;iPhone 8;legocolor128.png;Medium Azure
794;312;25;132;212;iPhone 8;legocolor128.png;Dark Azure
819;395;24;121;202;iPhone 8;legocolor128.png;Dark Azure
879;301;190;228;239;iPhone 8;legocolor128.png;Aqua
904;364;142;179;185;iPhone 8;legocolor128.png;Aqua
949;287;253;210;71;iPhone 8;legocolor128.png;Yellow
986;290;248;205;67;iPhone 8;legocolor128.png;Yellow
