X_axis;Y_axis;R;G;B;Camera;Photo_number;Color;Hue;Saturation;Value;Y;U;V;R_Average;G_Average;B_Average
936;268;51;136;175;Canon G7X Mark ii;legocolor125.png;Medium Azure;199.0;0.70857143;0.68627451;115.031;29.504748;-56.155187;113;101;92
1025;356;37;161;199;Canon G7X Mark ii;legocolor125.png;Medium Azure;194.0;0.81407035;0.78039216;128.256;34.806048;-80.031512;113;101;92
977;362;37;119;175;Canon G7X Mark ii;legocolor125.png;Dark Azure;204.0;0.78857143;0.68627451;100.866;36.473928;-56.010482;113;101;92
1007;399;13;91;140;Canon G7X Mark ii;legocolor125.png;Dark Azure;203.0;0.90714286;0.54901961;73.264;32.834112;-52.851528;113;101;92
1072;453;102;163;191;Canon G7X Mark ii;legocolor125.png;Aqua;199.0;0.46596859;0.74901961;147.953;21.179124;-40.300781;113;101;92
1083;471;102;164;189;Canon G7X Mark ii;legocolor125.png;Aqua;197.0;0.46031746;0.74117647;148.312;20.018496;-40.615624;113;101;92
1186;552;153;127;53;Canon G7X Mark ii;legocolor125.png;Yellow;44.0;0.65359477;0.6;126.338;-36.082296;23.382574;113;101;92
1195;568;158;132;58;Canon G7X Mark ii;legocolor125.png;Yellow;44.0;0.63291139;0.61960784;131.338;-36.082296;23.382574;113;101;92
1172;636;152;148;111;Canon G7X Mark ii;legocolor125.png;Bright Light Yellow;54.0;0.26973684;0.59607843;144.978;-16.717176;6.158294;113;101;92
1222;656;151;138;94;Canon G7X Mark ii;legocolor125.png;Bright Light Yellow;46.0;0.37748344;0.59215686;136.871;-21.092532;12.391133;113;101;92
1348;671;155;118;169;Canon G7X Mark ii;legocolor125.png;Bright Pink;284.0;0.30177515;0.6627451;134.877;16.788516;17.647871;113;101;92
1361;735;160;125;179;Canon G7X Mark ii;legocolor125.png;Bright Pink;279.0;0.30167598;0.70196078;141.621;18.390468;16.118383;113;101;92
643;143;138;147;164;Canon G7X Mark ii;legocolor125.png;White;219.0;0.15853659;0.64313725;146.247;8.734476;-7.232619;113;101;92
713;301;153;165;179;Canon G7X Mark ii;legocolor125.png;White;212.0;0.1452514;0.70196078;163.008;7.868064;-8.777016;113;101;92
661;381;146;179;148;Canon G7X Mark ii;legocolor125.png;Yellowish Green;124.0;0.18435754;0.70196078;165.599;-8.658708;-17.188323;113;101;92
679;386;118;156;107;Canon G7X Mark ii;legocolor125.png;Yellowish Green;107.0;0.31410256;0.61176471;139.052;-15.769584;-18.462604;113;101;92
575;412;156;152;151;Canon G7X Mark ii;legocolor125.png;Tan;12.0;0.03205128;0.61176471;153.082;-1.024344;2.559086;113;101;92
617;487;122;105;89;Canon G7X Mark ii;legocolor125.png;Tan;29.0;0.2704918;0.47843137;108.259;-9.475428;12.050857;113;101;92
530;496;140;40;50;Canon G7X Mark ii;legocolor125.png;Red;354.0;0.71428571;0.54901961;71.04;-10.35168;60.47792;113;101;92
574;512;107;8;13;Canon G7X Mark ii;legocolor125.png;Red;357.0;0.92523364;0.41960784;38.171;-12.384132;60.363033;113;101;92
654;594;90;97;116;Canon G7X Mark ii;legocolor125.png;Dark Bluish Grey;224.0;0.22413793;0.45490196;97.073;9.312084;-6.203021;113;101;92
718;649;32;41;56;Canon G7X Mark ii;legocolor125.png;Dark Bluish Grey;218.0;0.42857143;0.21960784;40.019;7.862652;-7.032663;113;101;92
811;624;12;15;22;Canon G7X Mark ii;legocolor125.png;Black;222.0;0.45454545;0.08627451;14.901;3.492708;-2.544177;113;101;92
877;711;4;5;7;Canon G7X Mark ii;legocolor125.png;Black;220.0;0.42857143;0.02745098;4.929;1.018932;-0.814733;113;101;92
950;585;83;100;120;Canon G7X Mark ii;legocolor125.png;Light Bluish Grey;212.0;0.30833333;0.47058824;97.197;11.219076;-12.450769;113;101;92
1014;676;79;94;117;Canon G7X Mark ii;legocolor125.png;Light Bluish Grey;216.0;0.32478632;0.45882353;92.137;12.232596;-11.521149;113;101;92
289;355;153;57;17;Canon G7X Mark ii;legocolor126.png;Orange;18.0;0.88888889;0.6;81.144;-31.558848;63.017712;148;146;148
510;430;175;81;29;Canon G7X Mark ii;legocolor126.png;Orange;21.0;0.83428571;0.68627451;103.178;-36.495576;62.987894;148;146;148
590;385;38;102;130;Canon G7X Mark ii;legocolor126.png;Medium Azure;198.0;0.70769231;0.50980392;86.056;21.620448;-42.145112;148;146;148
833;410;38;104;136;Canon G7X Mark ii;legocolor126.png;Medium Azure;200.0;0.72058824;0.53333333;87.914;23.658312;-43.774578;148;146;148
901;379;22;78;135;Canon G7X Mark ii;legocolor126.png;Dark Azure;210.0;0.83703704;0.52941176;67.754;33.085032;-40.126258;148;146;148
946;474;25;80;134;Canon G7X Mark ii;legocolor126.png;Dark Azure;210.0;0.81343284;0.5254902;69.711;31.630188;-39.211547;148;146;148
1004;378;116;148;161;Canon G7X Mark ii;legocolor126.png;Aqua;197.0;0.27950311;0.63137255;139.914;10.374312;-20.972578;148;146;148
1049;380;121;153;164;Canon G7X Mark ii;legocolor126.png;Aqua;195.0;0.26219512;0.64313725;144.686;9.502488;-20.772622;148;146;148
1097;391;158;124;37;Canon G7X Mark ii;legocolor126.png;Yellow;43.0;0.76582278;0.61960784;124.248;-42.926016;29.600504;148;146;148
1148;401;152;115;26;Canon G7X Mark ii;legocolor126.png;Yellow;42.0;0.82894737;0.59607843;115.917;-44.239164;31.644791;148;146;148
1211;440;151;135;75;Canon G7X Mark ii;legocolor126.png;Bright Light Yellow;47.0;0.50331126;0.59215686;132.944;-28.508448;15.835112;148;146;148
1254;447;150;134;74;Canon G7X Mark ii;legocolor126.png;Bright Light Yellow;47.0;0.50666667;0.58823529;131.944;-28.508448;15.835112;148;146;148
1336;325;150;102;140;Canon G7X Mark ii;legocolor126.png;Bright Pink;312.0;0.32;0.58823529;120.684;9.503472;25.710132;148;146;148
1385;383;162;116;163;Canon G7X Mark ii;legocolor126.png;Bright Pink;299.0;0.28834356;0.63921569;135.112;13.720896;23.580776;148;146;148
256;529;155;149;149;Canon G7X Mark ii;legocolor126.png;White;0.0;0.03870968;0.60784314;150.794;-0.882648;3.688662;148;146;148
455;548;157;151;151;Canon G7X Mark ii;legocolor126.png;White;0.0;0.03821656;0.61568627;152.794;-0.882648;3.688662;148;146;148
552;694;124;145;89;Canon G7X Mark ii;legocolor126.png;Yellowish Green;82.0;0.3862069;0.56862745;132.337;-21.321804;-7.311549;148;146;148
593;734;123;144;85;Canon G7X Mark ii;legocolor126.png;Yellowish Green;81.0;0.40972222;0.56470588;130.995;-22.62954;-7.011615;148;146;148
682;780;127;109;85;Canon G7X Mark ii;legocolor126.png;Tan;34.0;0.33070866;0.49803922;111.646;-13.109832;13.465458;148;146;148
786;853;114;94;70;Canon G7X Mark ii;legocolor126.png;Tan;33.0;0.38596491;0.44705882;97.244;-13.404048;14.695012;148;146;148
841;835;108;35;29;Canon G7X Mark ii;legocolor126.png;Red;5.0;0.73148148;0.42352941;56.143;-13.354356;45.478589;148;146;148
904;922;117;23;23;Canon G7X Mark ii;legocolor126.png;Red;0.0;0.8034188;0.45882353;51.106;-13.828152;57.789038;148;146;148
1015;799;40;40;48;Canon G7X Mark ii;legocolor126.png;Dark Bluish Grey;240.0;0.16666667;0.18823529;40.912;3.487296;-0.799824;148;146;148
1136;813;40;43;52;Canon G7X Mark ii;legocolor126.png;Dark Bluish Grey;225.0;0.23076923;0.20392157;43.129;4.364532;-2.744133;148;146;148
1249;680;9;10;12;Canon G7X Mark ii;legocolor126.png;Black;220.0;0.25;0.04705882;9.929;1.018932;-0.814733;148;146;148
1361;694;12;13;15;Canon G7X Mark ii;legocolor126.png;Black;220.0;0.2;0.05882353;12.929;1.018932;-0.814733;148;146;148
1301;520;60;67;85;Canon G7X Mark ii;legocolor126.png;Light Bluish Grey;223.0;0.29411765;0.33333333;66.959;8.876172;-6.103043;148;146;148
1454;523;89;100;122;Canon G7X Mark ii;legocolor126.png;Light Bluish Grey;220.0;0.2704918;0.47843137;99.219;11.208252;-8.962063;148;146;148
218;289;179;54;24;Canon G7X Mark ii;legocolor127.png;Orange;12.0;0.86592179;0.70196078;87.955;-31.46586;79.846465;141;141;141
408;363;164;49;22;Canon G7X Mark ii;legocolor127.png;Orange;11.0;0.86585366;0.64313725;80.307;-28.687044;73.398761;141;141;141
504;317;41;128;145;Canon G7X Mark ii;legocolor127.png;Medium Azure;190.0;0.71724138;0.56862745;103.925;20.2089;-55.185225;141;141;141
742;352;32;109;127;Canon G7X Mark ii;legocolor127.png;Medium Azure;191.0;0.7480315;0.49803922;88.029;19.173732;-49.137433;141;141;141
807;311;23;97;134;Canon G7X Mark ii;legocolor127.png;Dark Azure;200.0;0.82835821;0.5254902;79.092;27.014736;-49.192684;141;141;141
848;315;23;95;133;Canon G7X Mark ii;legocolor127.png;Dark Azure;201.0;0.82706767;0.52156863;77.804;27.156432;-48.063108;141;141;141
918;317;114;149;153;Canon G7X Mark ii;legocolor127.png;Aqua;186.0;0.25490196;0.6;138.991;6.892428;-21.917107;141;141;141
960;322;119;150;153;Canon G7X Mark ii;legocolor127.png;Aqua;185.0;0.22222222;0.6;141.073;5.868084;-19.358021;141;141;141
1006;333;147;103;28;Canon G7X Mark ii;legocolor127.png;Yellow;38.0;0.80952381;0.57647059;107.606;-39.166152;34.548538;141;141;141
1050;333;140;96;25;Canon G7X Mark ii;legocolor127.png;Yellow;37.0;0.82142857;0.54901961;101.062;-37.422504;34.148626;141;141;141
1115;378;137;115;66;Canon G7X Mark ii;legocolor127.png;Bright Light Yellow;41.0;0.51824818;0.5372549;115.992;-24.596064;18.424016;141;141;141
1159;384;140;118;68;Canon G7X Mark ii;legocolor127.png;Bright Light Yellow;42.0;0.51428571;0.54901961;118.878;-25.031976;18.523994;141;141;141
1244;269;171;115;150;Canon G7X Mark ii;legocolor127.png;Bright Pink;322.0;0.32748538;0.67058824;135.734;7.018872;30.928282;141;141;141
1293;280;180;127;169;Canon G7X Mark ii;legocolor127.png;Bright Pink;312.0;0.29444444;0.70588235;147.635;10.51158;28.384105;141;141;141
151;457;184;187;194;Canon G7X Mark ii;legocolor127.png;White;222.0;0.05154639;0.76078431;186.901;3.492708;-2.544177;141;141;141
363;486;179;177;180;Canon G7X Mark ii;legocolor127.png;White;280.0;0.01666667;0.70588235;177.94;1.01352;0.92962;141;141;141
459;607;139;159;108;Canon G7X Mark ii;legocolor127.png;Yellowish Green;84.0;0.32075472;0.62352941;147.206;-19.289352;-7.196662;141;141;141
510;627;121;139;89;Canon G7X Mark ii;legocolor127.png;Yellowish Green;82.0;0.35971223;0.54509804;127.918;-19.147656;-6.067086;141;141;141
555;692;131;110;89;Canon G7X Mark ii;legocolor127.png;Tan;30.0;0.32061069;0.51372549;113.885;-12.24342;15.009855;141;141;141
680;697;120;95;73;Canon G7X Mark ii;legocolor127.png;Tan;28.0;0.39166667;0.47058824;99.967;-13.267764;17.568941;141;141;141
742;741;120;16;23;Canon G7X Mark ii;legocolor127.png;Red;356.0;0.86666667;0.47058824;47.894;-12.247848;63.236962;141;141;141
804;744;126;15;22;Canon G7X Mark ii;legocolor127.png;Red;356.0;0.88095238;0.49411765;48.987;-13.277604;67.540401;141;141;141
905;714;41;42;46;Canon G7X Mark ii;legocolor127.png;Dark Bluish Grey;228.0;0.10869565;0.18039216;42.157;1.890756;-1.014689;141;141;141
1019;727;40;45;48;Canon G7X Mark ii;legocolor127.png;Dark Bluish Grey;202.0;0.16666667;0.18823529;43.847;2.043276;-3.373819;141;141;141
1154;567;13;14;16;Canon G7X Mark ii;legocolor127.png;Black;220.0;0.1875;0.0627451;13.929;1.018932;-0.814733;141;141;141
1254;569;14;15;17;Canon G7X Mark ii;legocolor127.png;Black;220.0;0.17647059;0.06666667;14.929;1.018932;-0.814733;141;141;141
1182;445;72;80;91;Canon G7X Mark ii;legocolor127.png;Light Bluish Grey;215.0;0.20879121;0.35686275;78.862;5.971896;-6.017974;141;141;141
1357;449;109;117;130;Canon G7X Mark ii;legocolor127.png;Light Bluish Grey;217.0;0.16153846;0.50980392;116.09;6.84372;-6.21793;141;141;141
347;292;230;108;59;iPhone 8;legocolor128.png;Orange;17.0;0.74347826;0.90196078;138.892;-39.306864;79.901716;135;142;145
504;352;211;91;41;iPhone 8;legocolor128.png;Orange;18.0;0.8056872;0.82745098;121.18;-39.44856;78.77214;135;142;145
570;312;71;178;220;iPhone 8;legocolor128.png;Medium Azure;197.0;0.67727273;0.8627451;150.795;34.04886;-69.980215;135;142;145
738;325;66;179;223;iPhone 8;legocolor128.png;Medium Azure;197.0;0.70403587;0.8745098;150.229;35.803332;-73.868833;135;142;145
794;312;25;132;212;iPhone 8;legocolor128.png;Dark Azure;206.0;0.88207547;0.83137255;109.127;50.613516;-73.779379;135;142;145
819;395;24;121;202;iPhone 8;legocolor128.png;Dark Azure;207.0;0.88118812;0.79215686;101.231;49.578348;-67.731587;135;142;145
879;301;190;228;239;iPhone 8;legocolor128.png;Aqua;193.0;0.20502092;0.9372549;217.892;10.385136;-24.461284;135;142;145
904;364;142;179;185;iPhone 8;legocolor128.png;Aqua;188.0;0.23243243;0.7254902;168.621;8.058468;-23.346617;135;142;145
949;287;253;210;71;iPhone 8;legocolor128.png;Yellow;46.0;0.71936759;0.99215686;207.011;-66.917412;40.332353;135;142;145
986;290;248;205;67;iPhone 8;legocolor128.png;Yellow;46.0;0.72983871;0.97254902;202.125;-66.4815;40.232375;135;142;145
1031;333;193;167;93;iPhone 8;legocolor128.png;Bright Light Yellow;44.0;0.51813472;0.75686275;166.338;-36.082296;23.382574;135;142;145
1060;356;122;105;53;iPhone 8;legocolor128.png;Bright Light Yellow;45.0;0.56557377;0.47843137;104.155;-25.16826;15.650065;135;142;145
1125;231;146;93;113;iPhone 8;legocolor128.png;Bright Pink;337.0;0.3630137;0.57254902;111.127;0.921516;30.583621;135;142;145
1164;232;229;157;205;iPhone 8;legocolor128.png;Bright Pink;320.0;0.31441048;0.89803922;184.0;10.332;39.465;135;142;145
254;465;250;246;247;iPhone 8;legocolor128.png;White;345.0;0.016;0.98039216;247.31;-0.15252;2.35913;135;142;145
434;475;255;251;252;iPhone 8;legocolor128.png;White;345.0;0.01568627;1.0;252.31;-0.15252;2.35913;135;142;145
526;597;230;254;176;iPhone 8;legocolor128.png;Yellowish Green;78.0;0.30708661;0.99607843;237.932;-30.470544;-6.956364;135;142;145
559;605;227;252;171;iPhone 8;legocolor128.png;Yellowish Green;79.0;0.32142857;0.98823529;235.291;-31.631172;-7.271207;135;142;145
592;706;235;212;168;iPhone 8;legocolor128.png;Tan;39.0;0.28510638;0.92156863;213.861;-22.563612;18.538903;135;142;145
685;707;238;211;168;iPhone 8;legocolor128.png;Tan;37.0;0.29411765;0.93333333;214.171;-22.716132;20.898033;135;142;145
740;778;176;51;47;iPhone 8;legocolor128.png;Red;2.0;0.73295455;0.69019608;87.919;-20.132148;77.247037;135;142;145
787;772;136;36;38;iPhone 8;legocolor128.png;Red;359.0;0.73529412;0.53333333;66.128;-13.838976;61.277744;135;142;145
863;717;67;70;77;iPhone 8;legocolor128.png;Dark Bluish Grey;222.0;0.12987013;0.30196078;69.901;3.492708;-2.544177;135;142;145
975;727;69;72;79;iPhone 8;legocolor128.png;Dark Bluish Grey;222.0;0.12658228;0.30980392;71.901;3.492708;-2.544177;135;142;145
1058;570;23;24;26;iPhone 8;legocolor128.png;Black;220.0;0.11538462;0.10196078;23.929;1.018932;-0.814733;135;142;145
1127;636;18;19;21;iPhone 8;legocolor128.png;Black;220.0;0.14285714;0.08235294;18.929;1.018932;-0.814733;135;142;145
1113;443;90;99;114;iPhone 8;legocolor128.png;Light Bluish Grey;218.0;0.21052632;0.44705882;98.019;7.862652;-7.032663;135;142;145
1241;443;160;164;176;iPhone 8;legocolor128.png;Light Bluish Grey;225.0;0.09090909;0.69019608;164.172;5.819376;-3.658844;135;142;145
398;409;218;102;29;iPhone 8;legocolor129.png;Orange;23.0;0.86697248;0.85490196;128.362;-48.886104;78.612526;76;111;119
551;459;255;152;77;iPhone 8;legocolor129.png;Orange;25.0;0.69803922;1.0;174.247;-47.845524;70.820381;76;111;119
626;422;101;166;186;iPhone 8;legocolor129.png;Medium Azure;194.0;0.45698925;0.72941176;148.845;18.28026;-41.960065;76;111;119
781;454;98;162;187;iPhone 8;legocolor129.png;Medium Azure;197.0;0.47593583;0.73333333;145.714;20.312712;-41.845178;76;111;119
825;415;70;130;182;iPhone 8;legocolor129.png;Dark Azure;208.0;0.61538462;0.71372549;117.988;31.493904;-42.085476;76;111;119
855;531;81;134;186;iPhone 8;legocolor129.png;Dark Azure;210.0;0.56451613;0.72941176;124.081;30.464148;-37.782037;76;111;119
898;411;188;210;198;iPhone 8;legocolor129.png;Aqua;147.0;0.1047619;0.82352941;202.054;-1.994568;-12.325358;76;111;119
925;500;195;217;204;iPhone 8;legocolor129.png;Aqua;145.0;0.10138249;0.85098039;208.94;-2.43048;-12.22538;76;111;119
965;388;215;175;61;iPhone 8;legocolor129.png;Yellow;44.0;0.71627907;0.84313725;173.964;-55.578288;35.988572;76;111;119
990;455;236;195;67;iPhone 8;legocolor129.png;Yellow;45.0;0.71610169;0.9254902;192.667;-61.828164;38.003041;76;111;119
1041;452;227;202;110;iPhone 8;legocolor129.png;Bright Light Yellow;47.0;0.5154185;0.89019608;198.987;-43.781604;24.567401;76;111;119
1069;486;235;209;114;iPhone 8;legocolor129.png;Bright Light Yellow;47.0;0.51489362;0.92156863;205.944;-45.236448;25.482112;76;111;119
1127;371;220;159;174;iPhone 8;legocolor129.png;Bright Pink;345.0;0.27727273;0.8627451;178.949;-2.434908;36.001727;76;111;119
1167;418;224;163;178;iPhone 8;legocolor129.png;Bright Pink;345.0;0.27232143;0.87843137;182.949;-2.434908;36.001727;76;111;119
354;545;189;181;158;iPhone 8;legocolor129.png;White;45.0;0.16402116;0.74117647;180.77;-11.20284;7.21771;76;111;119
528;639;223;216;188;iPhone 8;legocolor129.png;White;48.0;0.15695067;0.8745098;214.901;-13.235292;7.102823;76;111;119
587;650;198;211;132;iPhone 8;legocolor129.png;Yellowish Green;70.0;0.37440758;0.82745098;198.107;-32.524644;-0.093839;76;111;119
621;678;198;209;130;iPhone 8;legocolor129.png;Yellowish Green;68.0;0.37799043;0.81960784;196.705;-32.81886;1.135715;76;111;119
680;707;196;175;128;iPhone 8;legocolor129.png;Tan;41.0;0.34693878;0.76862745;175.921;-23.577132;17.609283;76;111;119
761;770;200;178;131;iPhone 8;legocolor129.png;Tan;41.0;0.345;0.78431373;179.22;-23.72424;18.22406;76;111;119
808;752;179;91;81;iPhone 8;legocolor129.png;Red;6.0;0.54748603;0.70196078;116.172;-17.304624;55.100156;76;111;119
848;837;210;88;83;iPhone 8;legocolor129.png;Red;2.0;0.6047619;0.82352941;123.908;-20.126736;75.502684;76;111;119
919;727;120;120;112;iPhone 8;legocolor129.png;Dark Bluish Grey;60.0;0.06666667;0.47058824;119.088;-3.487296;0.799824;76;111;119
986;767;126;125;120;iPhone 8;legocolor129.png;Dark Bluish Grey;50.0;0.04761905;0.49411765;124.729;-2.326668;1.114667;76;111;119
1099;600;64;61;52;iPhone 8;legocolor129.png;Black;45.0;0.1875;0.25098039;60.871;-4.364532;2.744133;76;111;119
1150;699;76;75;70;iPhone 8;legocolor129.png;Black;50.0;0.07894737;0.29803922;74.729;-2.326668;1.114667;76;111;119
1123;509;136;138;127;iPhone 8;legocolor129.png;Light Bluish Grey;71.0;0.07971014;0.54117647;136.148;-4.500816;-0.129796;76;111;119
1198;625;162;163;149;iPhone 8;legocolor129.png;Light Bluish Grey;64.0;0.08588957;0.63921569;161.105;-5.95566;0.784915;76;111;119
487;968;218;107;51;iPhone 8;legocolor130.png;Orange;20.0;0.76605505;0.85490196;133.805;-40.74006;73.839015;166;145;133
553;792;198;106;69;iPhone 8;legocolor130.png;Orange;17.0;0.65151515;0.77647059;129.29;-29.66268;60.25867;166;145;133
529;702;31;95;143;iPhone 8;legocolor130.png;Medium Azure;206.0;0.78321678;0.56078431;81.336;30.338688;-44.144672;166;145;133
553;501;56;165;234;iPhone 8;legocolor130.png;Medium Azure;203.0;0.76068376;0.91764706;140.275;46.1127;-73.909175;166;145;133
621;480;21;68;122;iPhone 8;legocolor130.png;Dark Azure;212.0;0.82786885;0.47843137;60.103;30.453324;-34.293331;166;145;133
612;435;20;66;116;iPhone 8;legocolor130.png;Dark Azure;211.0;0.82758621;0.45490196;57.946;28.562568;-33.278642;166;145;133
579;410;73;123;150;iPhone 8;legocolor130.png;Aqua;201.0;0.51333333;0.58823529;111.128;19.125024;-33.438256;166;145;133
573;379;84;131;159;iPhone 8;legocolor130.png;Aqua;202.0;0.47169811;0.62352941;120.139;19.119612;-31.693903;166;145;133
503;358;116;110;60;iPhone 8;legocolor130.png;Yellow;54.0;0.48275862;0.45490196;106.094;-22.678248;8.687562;166;145;133
533;348;189;179;130;iPhone 8;legocolor130.png;Yellow;50.0;0.31216931;0.74117647;176.404;-22.830768;11.046692;166;145;133
549;295;157;151;91;iPhone 8;legocolor130.png;Bright Light Yellow;55.0;0.42038217;0.61568627;145.954;-27.037368;9.687342;166;145;133
594;282;185;196;192;iPhone 8;legocolor130.png;Bright Light Yellow;158.0;0.05612245;0.76862745;192.255;-0.12546;-6.362635;166;145;133
496;245;130;100;152;iPhone 8;legocolor130.png;Bright Pink;275.0;0.34210526;0.59607843;114.898;18.254184;13.244454;166;145;133
503;175;155;130;188;iPhone 8;legocolor130.png;Bright Pink;266.0;0.30851064;0.7372549;144.087;21.605196;9.570701;166;145;133
740;918;160;176;199;iPhone 8;legocolor130.png;White;215.0;0.1959799;0.78039216;173.838;12.379704;-12.135926;166;145;133
769;755;150;166;191;iPhone 8;legocolor130.png;White;217.0;0.21465969;0.74901961;164.066;13.251528;-12.335882;166;145;133
830;767;125;161;125;iPhone 8;legocolor130.png;Yellowish Green;120.0;0.22360248;0.63137255;146.132;-10.396944;-18.532764;166;145;133
819;712;200;241;207;iPhone 8;legocolor130.png;Yellowish Green;130.0;0.17012448;0.94509804;224.865;-8.78958;-21.806605;166;145;133
957;642;109;112;105;iPhone 8;legocolor130.png;Tan;86.0;0.0625;0.43921569;110.305;-2.61006;-1.144485;166;145;133
927;682;104;107;96;iPhone 8;legocolor130.png;Tan;76.0;0.10280374;0.41960784;104.849;-4.353708;-0.744573;166;145;133
1001;527;82;40;50;iPhone 8;legocolor130.png;Red;346.0;0.51219512;0.32156863;53.698;-1.819416;24.820854;166;145;133
1035;527;96;50;63;iPhone 8;legocolor130.png;Red;343.0;0.47916667;0.37647059;65.236;-1.100112;26.980028;166;145;133
922;437;33;42;57;iPhone 8;legocolor130.png;Dark Bluish Grey;218.0;0.42105263;0.22352941;41.019;7.862652;-7.032663;166;145;133
956;437;37;44;60;iPhone 8;legocolor130.png;Dark Bluish Grey;222.0;0.38333333;0.23529412;43.731;8.004348;-5.903087;166;145;133
878;291;8;15;25;iPhone 8;legocolor130.png;Black;215.0;0.68;0.09803922;14.047;5.388876;-5.303219;166;145;133
850;224;19;27;38;iPhone 8;legocolor130.png;Black;215.0;0.5;0.14901961;25.862;5.971896;-6.017974;166;145;133
749;263;57;70;87;iPhone 8;legocolor130.png;Light Bluish Grey;214.0;0.34482759;0.34117647;68.051;9.322908;-9.691727;166;145;133
778;233;61;74;91;iPhone 8;legocolor130.png;Light Bluish Grey;214.0;0.32967033;0.35686275;72.051;9.322908;-9.691727;166;145;133
337;248;177;78;46;iPhone 8;legocolor131.png;Orange;15.0;0.74011299;0.69411765;103.953;-28.512876;64.062219;171;150;137
511;298;201;103;66;iPhone 8;legocolor131.png;Orange;16.0;0.67164179;0.78823529;128.084;-30.545328;63.947332;171;150;137
580;273;37;113;165;iPhone 8;legocolor131.png;Medium Azure;204.0;0.77575758;0.64705882;96.204;33.847632;-51.921908;171;150;137
749;289;43;123;176;iPhone 8;legocolor131.png;Medium Azure;204.0;0.75568182;0.69019608;105.122;34.871976;-54.480994;171;150;137
799;293;27;94;164;iPhone 8;legocolor131.png;Dark Azure;211.0;0.83536585;0.64313725;81.947;40.370076;-48.188519;171;150;137
839;293;23;91;162;iPhone 8;legocolor131.png;Dark Azure;211.0;0.85802469;0.63529412;78.762;40.953096;-48.903274;171;150;137
878;270;120;170;203;iPhone 8;legocolor131.png;Aqua;204.0;0.408867;0.79607843;158.812;21.740496;-34.038124;171;150;137
913;270;131;178;208;iPhone 8;legocolor131.png;Aqua;203.0;0.37019231;0.81568627;167.367;19.991436;-31.893859;171;150;137
942;250;164;148;73;iPhone 8;legocolor131.png;Yellow;49.0;0.55487805;0.64313725;144.234;-35.047128;17.334782;171;150;137
974;250;169;153;76;iPhone 8;legocolor131.png;Yellow;50.0;0.55029586;0.6627451;149.006;-35.918952;17.534738;171;150;137
1019;298;175;178;133;iPhone 8;legocolor131.png;Bright Light Yellow;64.0;0.25280899;0.69803922;171.973;-19.174716;2.654679;171;150;137
1045;304;176;179;136;iPhone 8;legocolor131.png;Bright Light Yellow;64.0;0.24022346;0.70196078;173.201;-18.302892;2.454723;171;150;137
1110;199;170;134;198;iPhone 8;legocolor131.png;Bright Pink;274.0;0.32323232;0.77647059;152.06;22.60248;15.73338;171;150;137
1137;220;172;137;205;iPhone 8;legocolor131.png;Bright Pink;271.0;0.33170732;0.80392157;155.217;24.493236;14.718691;171;150;137
304;452;153;166;185;iPhone 8;legocolor131.png;White;216.0;0.17297297;0.7254902;164.279;10.194732;-9.891683;171;150;137
473;458;170;182;204;iPhone 8;legocolor131.png;White;219.0;0.16666667;0.8;180.92;11.35536;-9.57684;171;150;137
556;565;152;192;157;iPhone 8;legocolor131.png;Yellowish Green;128.0;0.20833333;0.75294118;176.05;-9.3726;-21.09185;171;150;137
586;585;141;179;140;iPhone 8;legocolor131.png;Yellowish Green;118.0;0.21787709;0.70196078;163.192;-11.410464;-19.462384;171;150;137
654;676;136;137;132;iPhone 8;legocolor131.png;Tan;72.0;0.03649635;0.5372549;136.131;-2.032452;-0.114887;171;150;137
724;699;126;123;118;iPhone 8;legocolor131.png;Tan;37.0;0.06349206;0.49411765;123.327;-2.620884;2.344221;171;150;137
777;751;129;81;95;iPhone 8;legocolor131.png;Red;342.0;0.37209302;0.50588235;96.948;-0.958416;28.109604;171;150;137
818;796;160;68;89;iPhone 8;legocolor131.png;Red;346.0;0.575;0.62745098;97.902;-4.379784;54.459946;171;150;137
892;651;47;63;86;iPhone 8;legocolor131.png;Dark Bluish Grey;215.0;0.45348837;0.3372549;60.838;12.379704;-12.135926;171;150;137
969;697;60;75;98;iPhone 8;legocolor131.png;Dark Bluish Grey;216.0;0.3877551;0.38431373;73.137;12.232596;-11.521149;171;150;137
1085;561;20;26;40;iPhone 8;legocolor131.png;Black;222.0;0.5;0.15686275;25.802;6.985416;-5.088354;171;150;137
1134;621;38;50;66;iPhone 8;legocolor131.png;Black;214.0;0.42424242;0.25882353;48.236;8.739888;-8.976972;171;150;137
1107;430;61;76;99;iPhone 8;legocolor131.png;Light Bluish Grey;216.0;0.38383838;0.38823529;74.137;12.232596;-11.521149;171;150;137
1228;432;72;86;112;iPhone 8;legocolor131.png;Light Bluish Grey;219.0;0.35714286;0.43921569;84.778;13.393224;-11.206306;171;150;137
343;286;210;109;29;iPhone 8;legocolor132.png;Orange;27.0;0.86190476;0.82352941;130.079;-49.730868;70.090717;100;112;119
508;352;244;138;54;iPhone 8;legocolor132.png;Orange;27.0;0.77868852;0.95686275;160.118;-52.210056;73.564514;100;112;119
591;308;81;160;201;iPhone 8;legocolor132.png;Medium Azure;200.0;0.59701493;0.78823529;141.053;29.493924;-52.666481;100;112;119
769;351;75;142;184;iPhone 8;legocolor132.png;Medium Azure;203.0;0.5923913;0.72156863;126.755;28.16454;-45.389135;100;112;119
